TEN DON VI,HE THONG,SYSTEM CODE,KA,SUP,SALE,PG,QUAN,VUNG MIEN,TINH/THANH,NAM,THANG
COOPFOOD BINH AN,COOP FOOD,COOP_F_BINHAN,KA HCM7,LU DIEU QUANG,NO SALE,"""NO PG""",,,,2024,12
COOPFOOD SKY 9,COOP FOOD,COOP_F_SKY9,KA HCM8,LU DIEU QUANG,NO SALE,"""NO PG""",,,,2024,12
COOPFOOD LE VAN THO,COOP FOOD,COOP_F_LVTHO,KA HCM8,LU DIEU QUANG,NO SALE,"""NO PG""",,,,2024,12
COOPFOOD PHAM NHU TANG,COOP FOOD,COOP_F_PNTANG,KA HCM8,LU DIEU QUANG,NO SALE,"""NO PG""",,,,2024,12
GENSHAI THAO DIEN GREEN,GENSHAI,SD_TDGREEN,KA HCM8,TRAN THI THAO NGUYEN,NGUYEN THI MUON,"""NO PG""",,,,2024,12
KING FOOD NGUYEN THI DINH,KING FOOD,6209_NTD,KA HCM2,TRAN THI THAO NGUYEN,NGUYEN THI MUON,"""NO PG""",,,,2024,12
COOPFOOD CHO LON,COOP FOOD,COOP_F_CHOLON,KA HCM2,LU DIEU QUANG,NO SALE,"""NO PG""",,,,2024,12
BACH HOA XANH OL VINH LOC,BHX,BHX_13935_ONLVLOC,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BACH HOA XANH PHU MY,BHX,BHX_7161_PMY,KA HCM2,LE NAM PHUONG,VACANCY,"""NO PG""",,TPHCM,,2024,12
BACH HOA XANH TAN PHU TRUNG,BHX,BHX_6911_KGIANG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TPHCM,,2024,12
BACH HOA XANH THOT NOT,BHX,BHX_5058_TNOT,KA HCM3,LE NAM PHUONG,"""NO SALE""","""NO PG""",,MIEN TAY,,2024,12
BACH HOA XANH THU DUC,BHX,BHX_9814_TDUC,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TPHCM,,2024,12
BACH HOA XANH THUAN AN,BHX,BHX_5851_THAN,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TPHCM,,2024,12
BIG C AN LAC,BIG C,BIGC_ANLAC,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C AN PHU,BIG C,BIGC_ANPHU,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C AU CO,BIG C,BIGC_AUCO,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C BAC GIANG,BIG C,BIGC_BGIANG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,BAC GIANG,MIEN DONG BAC BO,2024,12
BIG C BEN TRE,BIG C,BIGC_GO_BTRE,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,BEN TRE,DONG BANG SONG CUU LONG,2024,12
BIG C BINH DUONG,BIG C,BIGC_BDUONG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2024,12
BIG C CAN THO,BIG C,BIGC_CTHO,KA HCM1,LE NAM PHUONG,HUYNH NGOC HIEU,"""NO PG""",,CAN THO,MIEN TAY,2024,12
BIG C DA LAT,BIG C,BIGC_DLAT,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,LAM DONG,TAY NGUYEN,2024,12
BIG C DA NANG,BIG C,BIGC_DNANG,KA HCM1,LE NAM PHUONG,PHAM THI BINH,"""NO PG""",,DA NANG,MIEN TRUNG,2024,12
BIG C DI AN,BIG C,BIGC_DIAN,KA HCM1,LE NAM PHUONG,VACANCY,NO PG,,BINH DUONG,MIEN DONG NAM BO,2024,12
BIG C DONG NAI,BIG C,BIGC_DNAI,KA HCM1,LE NAM PHUONG,TRAN THI NHAN,LUU THI CAM NHUNG,,DONG NAI,MIEN DONG NAM BO,2024,12
BIG C GARDEN MALL,BIG C,BIGC_GARDEN,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C GO BA RIA,BIG C,BIGC_GO_BRIA,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C GO BUON MA THUOT,BIG C,BIGC_GO_BMT,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,BUON MA THUOT,MIEN TRUNG,2024,12
BIG C GO DAU,BIG C,BIGC_GO_GDAU,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C GO LAO CAI,BIG C,BIGC_GO_LAOCAI,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C GO TAM KỲ,BIG C,BIGC_GO_TKY,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C GO THAI BINH,BIG C,BIGC_GO_TBINH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,THAI NGUYEN,MIEN BAC TRUNG BO,2024,12
BIG C GO VAP,BIG C,BIGC_GVAP,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C RACH GIA,BIG C,BIGC_RGIA,KA HCM2,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C HA LONG,BIG C,BIGC_HLONG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,NINH BINH,DONG BANG SONG HONG,2024,12
BIG C HAI DUONG,BIG C,BIGC_HDUONG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,HAI DUONG,DONG BANG SONG HONG,2024,12
BIG C HAI PHONG,BIG C,BIGC_HPHONG,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,HAI PHONG,MIEN BAC,2024,12
BIG C HO GUOM,BIG C,BIGC_HGUOM,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C HUE,BIG C,BIGC_HUE,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,HUE,MIEN BAC TRUNG BO,2024,12
BIG C KHO 802,BIG C,BIGC_KHO802,KA HCM1,LE NAM PHUONG,"""NO SALE""","""NO PG""",,TP HCM,HCM,2024,12
BIG C LE TRONG TAN,BIG C,BIGC_LTT,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C LONG BIEN,BIG C,BIGC_LBIEN,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C ME LINH,BIG C,BIGC_MLINH,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C MIEN DONG,BIG C,BIGC_MDONG,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C HOA THANH,BIG C,BIGC_HTHANH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
GENSHAI RIVE,GENSHAI,HD_RIVE,LU DIEU QUANG,TRAN THI THAO NGUYEN,"""NO PG""","""NO PG""",TPHCM,HCM,,2024,12
BIG C MY THO,BIG C,BIGC_MTHO,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2024,12
BIG C NAM DINH,BIG C,BIGC_NDINH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,NAM DINH,DONG BANG SONG HONG,2024,12
BIG C NGUYEN XIEN,BIG C,BIGC_NXIEN,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
BIG C NHA TRANG,BIG C,BIGC_NTRANG,KA HCM1,LE NAM PHUONG,TRAN THANH TUAN,"""NO PG""",,NHA TRANG,DUYEN HAI NAM TRUNG BO,2024,12
BIG C NINH BINH,BIG C,BIGC_NBINH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,NINH BINH,DONG BANG SONG HONG,2024,12
BIG C PARKCITY,BIG C,BIGC_PARKCITY,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C PHU MY,BIG C,BIGC_GO_PMY,KA HCM1,LE NAM PHUONG,"""NO SALE""","""NO PG""",,,,2024,12
BIG C PHU THANH,BIG C,BIGC_PTHANH,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C QUAN 7,BIG C,BIGC_LAND,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C QUANG NGAI,BIG C,BIGC_QNGAI,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,QUANG NGAI,MIEN TRUNG,2024,12
BIG C QUY NHON,BIG C,BIGC_QNHON,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,BINH DINH,DUYEN HAI NAM TRUNG BO,2024,12
BIG C TAN HIEP,BIG C,BIGC_THIEP,KA HCM1,LE NAM PHUONG,TRAN THI NHAN,NO PG,,DONG NAI,MIEN DONG NAM BO,2024,12
BIG C TAN UYEN,BIG C,BIGC_TANUYEN,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,,,2024,12
BIG C THAI NGUYEN,BIG C,BIGC_GO_TNGUYEN,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,THAI NGUYEN,MIEN BAC TRUNG BO,2024,12
BIG C THANG LONG,BIG C,BIGC_TLONG,KA HCM1,LE NAM PHUONG,LE THI HONG DIEP,PHAM THI OANH,,HA NOI,MIEN BAC,2024,12
BIG C THANH HOA,BIG C,BIGC_THOA,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,THANH HOA,MIEN BAC TRUNG BO,2024,12
BIG C THAO DIEN,BIG C,BIGC_TDIEN,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C THU DUC,BIG C,BIGC_TDUC,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C TRA VINH,BIG C,BIGC_TVINH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TRA VINH,DONG BANG SONG CUU LONG,2024,12
BIG C TRUONG CHINH,BIG C,BIGC_TCHINH,KA HCM1,LE NAM PHUONG,NGUYEN THI OANH,"""NO PG""",,TP HCM,HCM,2024,12
BIG C VIET TRI,BIG C,BIGC_VTRI,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,PHU THO,MIEN DONG BAC BO,2024,12
BIG C VINH,BIG C,BIGC_VINH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,NGHE AN,MIEN BAC TRUNG BO,2024,12
BIG C VINH PHUC,BIG C,BIGC_VPHUC,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,VINH PHUC,DONG BANG SONG HONG,2024,12
BONIVA FOOD,BONIVA FOOD,6469,KA HCM2,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
B'S MART,B'S MART,4317,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
THIEU NHI MOI LY THUONG KIET,THIEU NHI MOI,TNM_LTK,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
BIG C NHON TRACH,BIG C,BIGC_NTRACH,KA HCM1,LE NAM PHUONG,VACANCY,"""NO PG""",,TP HCM,,2024,12
CAO PHONG CACH MANG THANG 8,CAO PHONG,CP_CMT8,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
CAO PHONG HOANG DIEU,CAO PHONG,CP_HD,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
CAO PHONG HUNG VUONG,CAO PHONG,CP_HV,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
CAO PHONG LUONG DINH CUA,CAO PHONG,CP_LDC,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
CAO PHONG TON DAT TIEN,CAO PHONG,CP_TDT,KA HCM1,VACANCY,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ UBG,UBG,6485,KA HCM2,VACANCY,VACANCY,"""NO PG""",,TPHCM,HCM,2024,12
CÔNG TY GRELI,GRELI,6504,KA HCM2,VACANCY,"""NO SALE""","""NO PG""",,,,2024,12
Công Ty TNHH Phạm Huy Anh ,PHAM HUY ANH,6527,KA HCM2,TRAN THI THAO NGUYEN,NGUYEN THI MUON,"""NO PG""",,,,2024,12
CÔNG TY TNHH THISO RETAIL,EMART,4812_THISO,KA HCM1,LE NAM PHUONG,VU THUY MINH THAO,"""NO PG""",,TP HCM,HCM,2024,12
CÔNG TY TNHH THISO RETAIL SALA,EMART,4812_SALA,KA HCM1,LE NAM PHUONG,VU THUY MINH THAO,"""NO PG""",,,,2024,12
COOP AN NHON,COOP MART,COOP_ANHON,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH DINH,DUYEN HAI NAM TRUNG BO,2024,12
COOP BA RIA,COOP MART,COOP_BRIA,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,BA RIA VUNG TAU,MIEN DONG NAM BO,2024,12
COOP BAC GIANG,COOP MART,COOP_BGIANG,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,BAC GIANG,MIEN DONG BAC BO,2024,12
COOP BAC LIEU 2,COOP MART,COOP_BLIEU2,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,BAC LIEU,DONG BANG SONG CUU LONG,2024,12
COOP BAO LOC,COOP MART,COOP_BLOC,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,LAM DONG,TAY NGUYEN,2024,12
COOP BEN LUC,COOP MART,COOP_BLUC,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,LONG AN,DONG BANG SONG CUU LONG,2024,12
COOP BEN TRE,COOP MART,COOP_BTRE,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,BEN TRE,DONG BANG SONG CUU LONG,2024,12
COOP BIEN HOA,COOP MART,COOP_BHOA,KA HCM2,LU DIEU QUANG,TRAN THI NHAN,"""NO PG""",,DONG NAI,MIEN DONG NAM BO,2024,12
COOP BINH DUONG,COOP MART,COOP_BDUONG,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2024,12
COOP BINH DUONG 2,COOP MART,COOP_BDUONG2,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH DUONG,MIEN DONG NAM BO,2024,12
COOP BINH TAN,COOP MART,COOP_BTAN,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP BINH TAN 2,COOP MART,COOP_BTAN2,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP BINH THUY CAN THO,COOP MART,COOP_BTHUY,KA HCM2,LU DIEU QUANG,HUYNH NGOC HIEU,"""NO PG""",,CAN THO,MIEN TAY,2024,12
COOP BINH TRIEU,COOP MART,COOP_BTRIEU,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP BUON HO,COOP MART,COOP_BHO,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2024,12
COOP BUON MA THUOT,COOP MART,COOP_BMT,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,DAK LAK,TAY NGUYEN,2024,12
COOP CA MAU,COOP MART,COOP_CMAU,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,CA MAU,DONG BANG SONG CUU LONG,2024,12
COOP CAI LAY,COOP MART,COOP_CLAY,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2024,12
COOP CAM RANH,COOP MART,COOP_CRANH,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,KHANH HOA,DUYEN HAI NAM TRUNG BO,2024,12
COOP CAN GIO,COOP MART,COOP_CGIO,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP CAN GIUOC,COOP MART,COOP_CGUOC,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP CAN THO,COOP MART,COOP_CTHO,KA HCM2,LU DIEU QUANG,HUYNH NGOC HIEU,"""NO PG""",,CAN THO,MIEN TAY,2024,12
COOP CAO LANH,COOP MART,COOP_CLANH,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2024,12
COOP CAO THANG,COOP MART,COOP_AUC_CTHANG,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP CHAU DOC,COOP MART,COOP_CDOC,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2024,12
COOP CHAU THANH,COOP MART,COOP_CTHANH,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,TAY NINH,MIEN DONG NAM BO,2024,12
COOP CHEERS,COOP CHEERS,COOP_CHEER,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,TP HCM,HCM,2024,12
COOPFOOD DO XUAN HOP,COOP FOOD,COOP_F_DXHOP100,KA HCM3,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD PHU HOANG ANH,COOP FOOD,COOP_F_PHANH,KA HCM4,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOP CAI BE,COOP MART,COOP_CAIBE,KA HCM5,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD CHO MOI,COOP MART,COOP_CHOMOI,KA HCM6,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD BINH TRUNG,COOP FOOD,COOP_F_BTRUNG,KA HCM7,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD NGUYEN SON,COOP FOOD,COOP_F_NSON,KA HCM8,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD EHOMES,COOP FOOD,COOP_F_EHOMES,KA HCM10,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD PHAM VAN CHIEU,COOP FOOD,COOP_F_PVC2,KA HCM11,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD LIEN KHU 5,COOP FOOD,COOP_F_LKHU5_6,KA HCM12,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD KHANG DIEN,COOP FOOD,COOP_F_KDIEN,KA HCM13,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD AN LAC,COOP FOOD,COOP_F_ANLAC,KA HCM14,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOPFOOD NGUYEN VAN DUNG,COOP FOOD,COOP_F_NVDUNG,KA HCM15,LU DIEU QUANG,"""NO SALE""","""NO PG""",,,,2024,12
COOP CHU SE GIA LAI,COOP MART,COOP_CSE,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,GIA LAI,TAY NGUYEN,2024,12
COOP CHU VAN AN,COOP MART,COOP_CVA,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP CONG QUYNH,COOP MART,COOP_CQUYNH,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP CU CHI,COOP MART,COOP_CCHI,KA HCM2,LU DIEU QUANG,"""NO SALE""","""NO PG""",,TP HCM,HCM,2024,12
COOP CU MGAR,COOP MART,COOP_MGAR,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,DAK LAK,TAY NGUYEN,2024,12
COOP DA NANG,COOP MART,COOP_DNANG,KA HCM2,LU DIEU QUANG,PHAM THI BINH,"""NO PG""",,DA NANG,MIEN TRUNG,2024,12
COOP DAK NONG,COOP MART,COOP_DNONG,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,DAK NONG,TAY NGUYEN,2024,12
COOP DO VAN DAY,COOP MART,COOP_DVD,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
COOP DONG HA QUANG TRI,COOP MART,COOP_DHA,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,QUANG TRI,MIEN BAC TRUNG BO,2024,12
COOP DONG PHU BINH PHUOC,COOP MART,COOP_DPHU,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2024,12
COOP DONG VAN CONG,COOP MART,COOP_DVC,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP DONG XOAI BINH PHUOC,COOP MART,COOP_DXOAI,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH PHUOC,MIEN DONG NAM BO,2024,12
COOP DUC PHO QUANG NGAI,COOP MART,COOP_DPHO,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,QUANG NGAI,DUYEN HAI NAM TRUNG BO,2024,12
COOP DUONG MINH CHAU,COOP MART,COOP_DMCHAU,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2024,12
COOP DUYEN HAI TRA VINH,COOP MART,COOP_DHAI,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TRA VINH,DONG BANG SONG CUU LONG,2024,12
COOP EXTRA LINH TRUNG,COOP EXTRA,COOP_LTRUNG,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP EXTRA PHAM VAN DONG,COOP EXTRA,COOP_PVD,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP EXTRA SU VAN HANH,COOP EXTRA,COOP_SVH,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP EXTRA TAN PHONG,COOP EXTRA,COOP_TPHONG,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP FINELIFE HA DO,COOP MART,COOP_FL_HADO,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP FINELIFE RIVIERA POINT,COOP MART,COOP_FL_RIVIERA,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP FINELIFE SAIGON MIA,COOP MART,COOP_FL_MIA,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP FINELIFE URBAN HILL,COOP MART,COOP_FL_URBANHILL,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP GO CONG,COOP MART,COOP_GCONG,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TIEN GIANG,DONG BANG SONG CUU LONG,2024,12
COOP GO DAU TAY NINH,COOP MART,COOP_GDAU,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TAY NINH,MIEN DONG NAM BO,2024,12
COOP GOLDENSILK,COOP MART,COOP_AUC_GOLDEN,KA HCM2,LU DIEU QUANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
COOP GOLDSILK,COOP MART,COOP_AUC_GOLDSILK,KA HCM2,LU DIEU QUANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
COOP HA DO,COOP MART,COOP_HDO,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP HA DONG,COOP MART,COOP_HDONG,KA HCM2,LU DIEU QUANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
COOP HA NOI,COOP MART,COOP_HNOI,KA HCM2,LU DIEU QUANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
COOP HA TIEN,COOP MART,COOP_HTIEN,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2024,12
COOP HA TINH,COOP MART,COOP_HTINH,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,HA TINH,MIEN BAC TRUNG BO,2024,12
COOP HAI PHONG,COOP MART,COOP_HPHONG,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,HAI PHONG,MIEN BAC,2024,12
COOP HAU GIANG,COOP MART,COOP_HGIANG,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP HIEP THANH QUAN 12,COOP MART,COOP_HTHANH,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
COOP HOA BINH,COOP MART,COOP_HBINH,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP HOANG VAN THU,COOP MART,COOP_HVT_AUC,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP HOC MON,COOP MART,COOP_HMON,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,TP HCM,HCM,2024,12
COOP HONG NGU DONG THAP,COOP MART,COOP_HNGU,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,DONG THAP,DONG BANG SONG CUU LONG,2024,12
COOP HUE,COOP MART,COOP_HUE,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,HUE,MIEN BAC TRUNG BO,2024,12
COOP HUNG VUONG,COOP MART,COOP_ADONG,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP HUYNH TAN PHAT,COOP MART,COOP_PMH,KA HCM2,LU DIEU QUANG,TRAN THI THANH TRUC,"""NO PG""",,TP HCM,HCM,2024,12
COOP KIEN GIANG,COOP MART,COOP_KGIANG,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,KIEN GIANG,DONG BANG SONG CUU LONG,2024,12
COOP KONTUM,COOP MART,COOP_KTUM,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,KON TUM,TAY NGUYEN,2024,12
COOP LAGI BINH THUAN,COOP MART,COOP_LAGI,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,BINH THUAN,DUYEN HAI NAM TRUNG BO,2024,12
COOP LONG BIEN,COOP MART,COOP_AUC_LBIEN,KA HCM2,LU DIEU QUANG,LE THI HONG DIEP,"""NO PG""",,HA NOI,MIEN BAC,2024,12
COOP LONG XUYEN AN GIANG,COOP MART,COOP_LX,KA HCM2,LU DIEU QUANG,VACANCY,"""NO PG""",,AN GIANG,DONG BANG SONG CUU LONG,2024,12
